id,name,care_level,care_level_ko,sido,sigungu,address,phone,homepage,hours_24h,weekday_hours,weekend_hours,departments,has_homepage,place_search_url,daum_map_url
nat_471be4312c1c,가야동물병원,neighborhood,일반 동네병원,경기도,고양시,경기도 고양시 덕양구 원당로377번길 26 (원당동),051-894-7559,,no,,토 09:30–14:00 · 일 휴무,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%80%EC%95%BC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B3%A0%EC%96%91%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%80%EC%95%BC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_f5d1eda72ceb,가양동물의료센터,secondary,2차 의료센터,대전광역시,동구,대전광역시 동구 동대전로 280 (가양동),042-636-8855,http://gayangamc.co.kr,no,09:30–19:00,토 09:30–16:00 · 일 휴무,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=%EA%B0%80%EC%96%91%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EB%8F%99%EA%B5%AC,https://map.kakao.com/?q=%EA%B0%80%EC%96%91%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EB%8C%80%EC%A0%84%EA%B4%91%EC%97%AD%EC%8B%9C
nat_e628e5a26681,가온동물병원,neighborhood,일반 동네병원,대구광역시,북구,대구광역시 북구 서변로 65-1 (서변동),0507-1304-0078,,no,09:30–19:00,토 09:30–17:00 · 일 휴무,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%81%EA%B5%AC,https://map.kakao.com/?q=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C
nat_721b1ed69214,가온동물병원,neighborhood,일반 동네병원,경기도,파주시,경기도 파주시 가온로 116,031-945-7552,http://gaonmedi.ad-media.kr/,unknown,,,일반진료|예방접종,True,https://search.naver.com/search.naver?query=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_b86779962318,가온동물병원,neighborhood,일반 동네병원,경상남도,양산시,경상남도 양산시 양주2길 52-2 (중부동),0507-1443-8256,https://blog.naver.com/ggo8257,no,09:30–19:00,토 09:30–13:00 · 일 휴무,일반진료|예방접종,True,https://search.naver.com/search.naver?query=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84,https://map.kakao.com/?q=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84
nat_dc34ddf4cf4a,가온동물병원,neighborhood,일반 동네병원,서울특별시,양천구,서울특별시 양천구 등촌로 114 (목동),0507-1485-0226,https://shopping.naver.com/outlink/storehome/100256074,unknown,,,일반진료|예방접종,True,https://search.naver.com/search.naver?query=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_66b1940e95d9,가온동물병원,neighborhood,일반 동네병원,충청남도,천안시,충청남도 천안시 동남구 남부대로 344 (청당동),041-553-5534,,no,10:00–20:00,토 10:00–18:00 · 일 10:00–18:00,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B2%9C%EC%95%88%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84
nat_d9bfff4b2d7e,가온동물의료센터,secondary,2차 의료센터,경상남도,창원시,경상남도 창원시 성산구 가음로 88 (가음동),055-274-7575,https://blog.naver.com/gaonamc_blog,yes,09:30–21:00,토 09:30–18:00 · 일 09:30–18:00,내과|외과|영상|응급|고양이특화|고양이,True,https://search.naver.com/search.naver?query=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84,https://map.kakao.com/?q=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84
nat_86d974555d21,가온동물의료센터,secondary,2차 의료센터,인천광역시,서구,인천광역시 서구 염곡로464번길 15 (가정동),0507-1363-7591,https://blog.naver.com/gaonamc_blog,no,10:00–20:00,토 10:00–18:00 · 일 휴무,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0%20%EC%B0%BD%EC%9B%90,https://map.kakao.com/?q=%EA%B0%80%EC%98%A8%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C
nat_7b22da09b675,가인동물병원,neighborhood,일반 동네병원,충청북도,충주시,충청북도 충주시 계명대로 155 (연수동),043-844-2223,,unknown,,,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%80%EC%9D%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EC%B6%A9%EC%B2%AD%EB%B6%81%EB%8F%84,https://map.kakao.com/?q=%EA%B0%80%EC%9D%B8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%A9%EC%B2%AD%EB%B6%81%EB%8F%84
nat_24b607c278ff,가재울봉쥬르동물병원,neighborhood,일반 동네병원,서울특별시,서대문구,서울특별시 서대문구 거북골로 178-1 (북가좌동),02-305-8275,https://blog.naver.com/bonjourah,no,09:30–19:00,토 09:30–18:00 · 일 휴무,일반진료|예방접종,True,https://search.naver.com/search.naver?query=%EA%B0%80%EC%9E%AC%EC%9A%B8%EB%B4%89%EC%A5%AC%EB%A5%B4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%80%EC%9E%AC%EC%9A%B8%EB%B4%89%EC%A5%AC%EB%A5%B4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_29aa7963b93a,가정종합동물병원,primary,1차 진료,인천광역시,서구,인천광역시 서구 가정로 346-2 (가정동),032-575-0833,http://instagram.com/gajeong_ah,no,10:00–18:30,토 10:00–18:00 · 일 휴무,일반진료|내과|외과(일반)|예방접종,True,https://search.naver.com/search.naver?query=%EA%B0%80%EC%A0%95%EC%A2%85%ED%95%A9%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EA%B5%AC,https://map.kakao.com/?q=%EA%B0%80%EC%A0%95%EC%A2%85%ED%95%A9%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C
nat_2b31169a45bb,가족동물병원 군산점,neighborhood,일반 동네병원,경상북도,포항시,경상북도 포항시 북구 장량중앙로 130 (양덕동),0507-1480-9121,https://blog.naver.com/4679119,no,,토 10:00–13:00 · 일 휴무,일반진료|예방접종,True,https://search.naver.com/search.naver?query=%EA%B0%80%EC%A1%B1%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B5%B0%EC%82%B0%EC%A0%90+%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84,https://map.kakao.com/?q=%EA%B0%80%EC%A1%B1%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B5%B0%EC%82%B0%EC%A0%90+%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84
nat_e805d93f99b6,가좌동물병원,neighborhood,일반 동네병원,경기도,고양시,경기도 고양시 일산서구 가좌3로 7-1 마루프라자 나동 102호,031-922-5777,,unknown,,,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%80%EC%A2%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B3%A0%EC%96%91%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%80%EC%A2%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_f46e88c0bd8b,가좌동물병원,neighborhood,일반 동네병원,서울특별시,서대문구,서울특별시 서대문구 응암로 77-8 (북가좌동),0507-1311-4633,https://blog.naver.com/lym4833,no,09:30–20:00,토 09:30–19:00 · 일 휴무,일반진료|예방접종,True,https://search.naver.com/search.naver?query=%EA%B0%80%EC%A2%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%80%EC%A2%8C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_011cb3756d21,갈매동물병원,neighborhood,일반 동네병원,전라남도,담양군,전라남도 담양군 봉산면 면앙정로 155,0507-1435-5088,https://www.instagram.com/galmae_vet/,no,10:00–19:00,토 10:00–19:00 · 일 휴무,일반진료|예방접종,True,https://search.naver.com/search.naver?query=%EA%B0%88%EB%A7%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84,https://map.kakao.com/?q=%EA%B0%88%EB%A7%A4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84
nat_c6db8d875266,감계동물병원,neighborhood,일반 동네병원,부산광역시,기장군,부산광역시 기장군 정관읍 방곡로 68-16,055-291-8275,,no,09:30–19:00,토 09:30–17:00 · 일 휴무,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%90%EA%B3%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B8%B0%EC%9E%A5%EA%B5%B0,https://map.kakao.com/?q=%EA%B0%90%EA%B3%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_5be0c9e7fe19,감자동물병원,neighborhood,일반 동네병원,부산광역시,동래구,부산광역시 동래구 사직북로47번길 7 (사직동),053-795-5589,https://www.instagram.com/gamja_ah5589,no,,토 10:00–15:00 · 일 휴무,일반진료|예방접종,True,https://search.naver.com/search.naver?query=%EA%B0%90%EC%9E%90%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%90%EC%9E%90%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_b68881ce0af1,갑을동물병원,neighborhood,일반 동네병원,부산광역시,해운대구,부산광역시 해운대구 재반로84번길 148 (재송동),051-784-7844,,unknown,,,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%91%EC%9D%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%91%EC%9D%84%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_effdb5b1bb0a,강남25시동물병원,neighborhood,일반 동네병원,서울특별시,강남구,서울특별시 강남구 학동로 235 (논현동),0507-1430-8576,,unknown,,,일반진료|예방접종|고양이진료|안과|정형외과,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A825%EC%8B%9C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B0%95%EB%82%A8%EA%B5%AC,https://map.kakao.com/?q=%EA%B0%95%EB%82%A825%EC%8B%9C%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_93da882f72c1,강남동물메디컬센터,secondary,2차 의료센터,경기도,광주시,경기도 광주시 퇴촌면 천진암로 553,031-764-7555,https://blog.naver.com/gn_amc,no,10:00–22:00,토 10:00–22:00 · 일 10:00–22:00,내과|외과|영상|응급,True,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EA%B4%91%EC%A3%BC%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%A9%94%EB%94%94%EC%BB%AC%EC%84%BC%ED%84%B0+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_51a68080032a,강남동물병원,neighborhood,일반 동네병원,경기도,성남시,경기도 성남시 중원구 광명로 341 (금광동),031-741-3012,,no,10:00–18:00,토 10:00–17:00 · 일 휴무,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%B1%EB%82%A8%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_0dfcdfc959c9,강남동물병원,neighborhood,일반 동네병원,경기도,고양시,경기도 고양시 일산동구 위시티로 75 (식사동),0507-1330-7576,,no,10:00–18:00,토 10:00–16:00 · 일 휴무,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B3%A0%EC%96%91%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_6933e81da8c5,강남동물병원,neighborhood,일반 동네병원,경기도,군포시,경기도 군포시 산본로343번길 23 (산본동),031-399-7599,,unknown,,,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_49f2a510991c,강남동물병원,neighborhood,일반 동네병원,경기도,화성시,경기도 화성시 향남읍 행정죽전로1길 25,031-354-7844,,unknown,,,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_8e8390df0039,강남동물병원,neighborhood,일반 동네병원,경기도,평택시,경기도 평택시 팽성읍 안정순환로 118,031-692-7114,,unknown,,,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_9fc5c4200479,강남동물병원,neighborhood,일반 동네병원,충청남도,홍성군,충청남도 홍성군 홍성읍 조양로 190,041-631-7582,,unknown,,,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84
nat_2c6c4392f4a8,강남동물병원,neighborhood,일반 동네병원,울산광역시,남구,울산광역시 남구 돋질로234번길 3-11 (달동),052-271-0075,,unknown,,,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EC%9A%B8%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9A%B8%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C
nat_c882f9404cf4,강남동물병원,neighborhood,일반 동네병원,서울특별시,강남구,서울특별시 강남구 봉은사로 205 (논현동),02-514-7582,,no,09:00–21:00,,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B0%95%EB%82%A8%EA%B5%AC,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_3baef008d732,강남동물병원,neighborhood,일반 동네병원,제주특별자치도,제주시,제주특별자치도 제주시 중앙로 106 (삼도이동),064-723-2005,,unknown,,,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EC%A0%9C%EC%A3%BC%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%A0%9C%EC%A3%BC%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84
nat_e1ffdbf63ec3,강남동물의료센터,secondary,2차 의료센터,경기도,용인시,"경기도 용인시 수지구 동천로153번길 79 (동천동, 동천파크자이)",031-897-7582,,yes,09:30–19:00,토 09:30–17:00 · 일 휴무,내과|외과|영상|응급|피부,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EB%8F%99%EB%AC%BC%EC%9D%98%EB%A3%8C%EC%84%BC%ED%84%B0+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_eb58a7bb736f,강남메디컬동물병원,neighborhood,일반 동네병원,경상북도,안동시,경상북도 안동시 충효로 4465 (정하동),054-901-1100,,no,09:30–19:30,토 09:30–17:00 · 일 휴무,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EB%A9%94%EB%94%94%EC%BB%AC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%95%88%EB%8F%99%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EB%A9%94%EB%94%94%EC%BB%AC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84
nat_88e9241e7ee3,강남애니 동물병원,neighborhood,일반 동네병원,경기도,하남시,경기도 하남시 신평로 168 (신장동),031-796-8875,https://kaamc.modoo.at,no,,토 10:00–19:00 · 일 휴무,일반진료|예방접종,True,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EC%95%A0%EB%8B%88+%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EC%95%A0%EB%8B%88+%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_f19e558ed4ab,강남예치과동물병원,neighborhood,일반 동네병원,서울특별시,강남구,서울특별시 강남구 선릉로126길 6 (삼성동),02-517-5585,http://blog.naver.com/yeah_dental_clinic,no,,토 09:30–18:30 · 일 휴무,일반진료|예방접종,True,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EC%98%88%EC%B9%98%EA%B3%BC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EC%98%88%EC%B9%98%EA%B3%BC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_7939ad7d5e8a,강남종합동물병원,primary,1차 진료,경기도,용인시,경기도 용인시 기흥구 신갈로 85-1 (신갈동),031-283-0775,https://blog.naver.com/lhn092000,no,09:30–18:00,,일반진료|내과|외과(일반)|예방접종|고양이진료|외과,True,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EC%A2%85%ED%95%A9%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%9A%A9%EC%9D%B8%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EC%A2%85%ED%95%A9%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EA%B8%B0%EB%8F%84
nat_e9d1fcf72f34,강남종합동물병원,primary,1차 진료,강원특별자치도,춘천시,강원특별자치도 춘천시 우석로101번길 37 (석사동),033-263-0513,,no,,,일반진료|내과|외과(일반)|예방접종|고양이진료|응급|고양이특화,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%EC%A2%85%ED%95%A9%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%98%EC%B2%9C%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%95%EB%82%A8%EC%A2%85%ED%95%A9%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84
nat_158a2b1e3571,강내동물병원,neighborhood,일반 동네병원,충청북도,청주시,충청북도 청주시 흥덕구 강내면 가로수로 540-1,043-233-2145,,unknown,,,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%B4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%20%EC%B6%A9%EC%B2%AD%EB%B6%81%EB%8F%84,https://map.kakao.com/?q=%EA%B0%95%EB%82%B4%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%B6%A9%EC%B2%AD%EB%B6%81%EB%8F%84
nat_b5d38caffd5a,강동동물병원,neighborhood,일반 동네병원,경상남도,김해시,경상남도 김해시 관동로 83 (관동동),033-256-3319,,no,09:00–18:00,토 휴무 · 일 휴무,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%8F%99%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B9%80%ED%95%B4%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%95%EB%8F%99%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84
nat_c22c6ba3d164,강동동물병원,neighborhood,일반 동네병원,서울특별시,강동구,서울특별시 강동구 양재대로 1532 (길동),02-472-7343,,unknown,,,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%8F%99%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B0%95%EB%8F%99%EA%B5%AC,https://map.kakao.com/?q=%EA%B0%95%EB%8F%99%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C
nat_ca490731c57d,강동물병원,neighborhood,일반 동네병원,대구광역시,북구,대구광역시 북구 칠곡중앙대로 483 (관음동),053-325-7579,,no,,토 09:50–18:30,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%B6%81%EA%B5%AC,https://map.kakao.com/?q=%EA%B0%95%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C
nat_d25a7b9768c5,강동물병원,neighborhood,일반 동네병원,경상남도,진주시,경상남도 진주시 도동로 231 (하대동),055-761-0383,,no,09:30–18:00,토 09:30–13:00 · 일 휴무,일반진료|예방접종,False,https://search.naver.com/search.naver?query=%EA%B0%95%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EC%A7%84%EC%A3%BC%EC%8B%9C,https://map.kakao.com/?q=%EA%B0%95%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84
nat_201ed40c7971,강릉동물병원,neighborhood,일반 동네병원,강원특별자치도,속초시,강원특별자치도 속초시 만리공원길 9 (교동),0507-1315-7584,https://blog.naver.com/skac762,no,09:00–18:00,토 09:00–13:00 · 일 휴무,일반진료|예방접종,True,https://search.naver.com/search.naver?query=%EA%B0%95%EB%A6%89%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84,https://map.kakao.com/?q=%EA%B0%95%EB%A6%89%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90+%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84
